"sim","rep","met_1","met_2","met_3","met_4","met_5","met_6","met_7","met_8","met_9","met_10","met_11","met_12","met_13","met_14","met_15","met_16","met_17","met_18","met_19","met_20","met_21","met_22","met_23","met_24","met_25","met_26","met_27","met_28","met_29","met_30","met_31","met_32","met_33","met_34","met_35","met_36","met_37","met_38","met_39","met_40","met_41","met_42","met_43","met_44","met_45","met_46","met_47","met_48","met_49","met_50","met_51","met_52","met_53","met_54","met_55","met_56","met_57","met_58","met_59","met_60","met_61","met_62","met_63","met_64","met_65","met_66","met_67","met_68","met_69","met_70","met_71","met_72","met_73","met_74","met_75","met_76","met_77","met_78","met_79","met_80","met_81","met_82","met_83","met_84","met_85","met_86","met_87","met_88","met_89","met_90","met_91","met_92","met_93","met_94","met_95","met_96","met_97","met_98","met_99","met_100"
1,1,-0.18807159406478,-0.305089355933581,-1.14925554312093,-0.415596352011888,-0.813916178342623,-1.02717652804532,0.0352281462090913,0.527185860135421,-0.837951072065291,-0.683064725314891,-0.902511712883867,0.306666310820776,0.268385899365083,-0.741579540885631,-0.328917511490148,-0.186045639035058,-0.986077053147979,-0.575338781738833,-0.097168371064258,-0.897659619939179,-0.295507972670202,-1.11159475426094,0.127349083514208,-1.22088586306322,0.279325658035279,-1.15575412490494,-0.256409018343401,-0.480080459980001,-1.18026927392559,0.910309354270411,0.577301460278154,-0.667701695223292,-0.786483333042553,-1.78573114926197,0.552633792571305,0.854112586367709,0.413265372109258,-0.301206237558951,1.39620287892869,-0.212988224647467,-0.708527966505638,-0.638099216437165,-0.525657835326536,-0.584184275097124,2.15008198902573,-0.181029859974729,0.153563358993409,0.520120215116705,-0.484107649429354,-0.525744284687686,1.46619197344767,-0.950630579185824,1.69712416585759,-1.04506224858713,0.262661713896964,-0.338497944254858,0.456842188224937,1.54716661044088,-0.781025497460452,-1.3011266430644,-0.494406728002631,-0.2243867999395,-0.14328243607638,-0.493774322889299,-0.658759015627719,-1.28196802461101,0.665679232972147,-1.00096456907962,0.132668205866179,0.831077714905962,-0.288415698623721,-0.356363697317373,-2.15106846996678,0.0228864592333189,-0.532980112044406,0.326504051345014,0.45014101230183,0.717737383141157,0.391595786658653,-1.29005023973355,-0.09432410072171,-0.486692176826812,-0.894942226361556,-1.77051082067164,1.14555460446152,1.26458269670452,-0.323054779710368,-0.0776309579739799,-0.867572058834622,-0.439077262233092,0.418711503279762,0.123287107646431,-0.0601383814350094,-0.338098577942273,-0.708209125636553,-1.57807364485363,0.103330407829146,2.68843931587157,-0.961784863245633,-0.344303610609818
2,1,-0.160933242799849,-0.784455132906086,-1.20850439056681,-1.95783915852925,-0.377433448473208,-0.312150730139763,-0.277943221484109,-1.00320469508603,-0.416623333034648,-1.76180907624375,-1.00216850165234,-1.34236626925219,-0.673335101580707,-1.51244419897222,-0.773083030267302,-0.824456362168096,-0.956499449610677,-1.13531198486955,-0.906047965520812,-0.549098530449805,-2.46126626406906,-0.150879277002247,-0.0710579194472186,-0.340898242892367,-0.724795252145873,0.236973523560732,-2.15749433408189,0.148324245816359,-1.17338183092357,-0.907124800411466,-0.762588380049862,0.272047646116121,-0.720434915289466,0.319744453165329,-0.298565680238351,-1.21452554437742,-2.07789684858279,-0.271148074942196,0.728136883128412,-1.13720028861553,-0.130764620487833,0.795301186581962,0.595729999540829,-1.99839874108192,0.756813519236388,0.127233582720886,1.41426752131597,-1.94424047134481,-0.377846253590683,-0.415759816544959,1.45431243217069,0.554266544863393,0.362574516909466,0.125421982943029,1.84703723698799,0.395382817037301,-0.322919228159255,0.8293288608729,0.0828196807360461,-0.996046182835581,0.301540375259309,-1.30222259244527,-1.98775853738664,-1.1986525214095,-0.313340935686094,-0.862785975082946,-0.419393872942903,-1.05980509669641,-0.0953814489815518,-0.507503086158144,-0.66799604195664,-0.138846537639893,-1.1826461962987,0.860220318197319,0.220606271868035,-0.722132443113484,0.16155029091927,-0.418131201317627,1.09399442737582,0.493987436397903,-0.730831684266209,-1.6398091058339,1.01329859968203,-0.542189662689727,-0.66516016015967,0.534000935019366,-0.544331476899508,-1.33721572821673,-1.0204008913453,-0.10818245446052,-0.933071704769751,-0.514030712994,-1.56150674861269,1.28364871760776,0.998187958630813,0.852365595114669,0.264265967613409,-0.268061375544161,-0.773330782552245,-1.41434702474351
3,1,1.16879674681132,1.09238151838559,-0.971977526086664,-0.610512726939035,1.13374795603133,-0.533471683709761,0.0670180736240381,-0.768699196822879,0.794175264605677,0.201544546990843,-0.891024845319309,-0.336270169994367,0.879814613791706,-0.552547889641534,-0.48739515542321,0.198049683099883,1.05910984459174,-0.0218852902970114,0.821105384697081,-0.795164877390628,0.445714016286528,0.215325878404193,-1.71251641250868,-0.68091317552309,-0.285136648296524,-0.731310357995415,0.905222961727304,-0.907887280452054,0.28202933257136,0.202243177207587,-2.17219132293869,-0.0373214451245204,-1.05862910214332,0.0644354632256282,1.48783255497538,2.11878857577336,0.281511673931492,1.49183803963608,-0.798078539848654,-0.394241071786159,-0.423092369135004,-0.465490412499159,-0.270649299184344,-0.831584199736981,-0.212628858713473,-0.559931372023414,0.0205398213340351,-0.689718826302091,1.31457243406089,-0.152795204429504,0.225231281666143,1.61861473141068,1.02236162029944,0.435167761646911,-0.289815414429024,1.27405339301619,-1.07218622163694,0.43401855651352,0.124360783246084,0.379419628742904,-2.049715920906,0.358538667264316,1.36588912585011,-1.58696555346749,-1.38270669075656,-0.217862395500255,0.630085627861414,0.507835464837733,2.62252008384064,-0.173372931860269,0.861731542447041,-1.26537890436292,0.462801094972083,-1.07803176855782,-0.830951099893517,1.57402831911473,0.452875857052331,-0.171191246503499,0.169910571269792,-1.37079876439647,-0.198323741541073,-0.543114703260975,-0.432715907871865,0.894590427646904,0.0671102786202954,-0.583781190279034,-0.635848478945259,-0.495118975175953,0.232879809922369,-1.38657039590547,-0.500640529818299,1.58368774612847,0.414827710908768,-0.737571473344429,1.16460801313268,1.2116530756884,1.24527813539565,0.456199268129499,-1.15114282509064,-1.57174510012998
4,1,0.128851081444848,-0.914540605747947,-1.2751642622558,-2.68952564585576,0.696111855148092,-0.659579092896088,-0.226795849751091,-0.419170852167654,-1.1511649860234,-1.729423389369,-0.340951345450543,-1.25012400313656,-1.29763715357976,-2.09922650133258,-1.194983612351,0.373490227731735,-1.28848349028359,-1.65803945652112,-0.790457172782338,-2.81164407584595,-1.26783028861367,-0.957518658859883,-0.837937979564379,-1.94317779373014,-1.81359273292108,0.159710601261091,-1.94245209794539,-0.128785481974397,-2.89946343873173,-0.0691380269828161,-1.22244782068015,0.197127103248698,-0.641714067367801,-0.127061273013043,-0.286323537095007,0.0143305020760447,0.558887277820546,0.0808893544595383,0.0632573694895752,-1.52597162079168,1.06653138436051,-0.791610945455485,-0.0431760612943795,-0.853754642153,0.321056109419677,-1.36211679614489,0.914545982880712,1.46273060019102,-0.603739169493311,-0.939795791406128,-0.90439960140956,-2.29232107391779,0.13371351027415,-1.14247987590315,-1.30418188735334,0.835213792374584,-0.0560679730120121,-0.18103157656564,-0.0856227360218035,-0.785888168002297,0.434861551277674,-1.60982260430427,0.598754445323431,0.292381348328176,-1.25602198882099,0.229961150453367,-0.581632910690221,-1.43737581518865,0.00630356747770483,-0.463186686868302,-1.15412349573617,-1.96881182367213,0.402453504833554,-0.915960096472697,-0.916217214333629,-0.446313030536326,-0.0693396607078858,-0.817640821312763,-0.718513987354969,-0.914931711688853,0.716717531004371,-0.92421011391199,1.31655503982749,0.213454478136165,-0.845292631255227,-1.02366330150859,-0.66775789025895,-2.04136394305717,-0.487830333296153,-0.787299322511795,0.817629151403474,-0.817274488378578,0.294464029063174,1.05573782565442,0.250282248881658,0.475211238065209,-0.210706267747714,-0.258841497238216,-0.101206131684351,0.487274368509389
5,1,1.12889965175265,0.720675069369379,-1.46277961658109,1.01085125440187,0.80850309563182,1.27288192505418,0.752530738415518,-0.269296539663487,-0.0421530109574336,0.157518518306593,-0.263419653951,-0.889549387865029,0.980903254082468,0.0762372398216511,-0.300358788893927,-0.79004870292714,1.70422010502376,1.12732642245378,-0.585987125981151,1.9860467526206,-0.302081765216649,0.720283873114531,1.55968175316239,1.08241301692322,-0.267208032516174,1.41583205774269,0.860068510969783,-0.0383342934248879,0.934375521103392,0.207511951618539,-1.80878467000305,-0.60998550814762,-0.609152322348786,-0.331481685614752,0.623331417012082,0.896467196007864,-0.482824096949819,0.386536384769645,-1.98147491426814,0.738576615109389,0.793894552795123,0.146022439495259,-0.772506861934594,-0.200927722705768,0.636250913472667,1.7873856211382,0.333366610084621,0.853054758034875,1.1034285299504,1.73168887912308,-0.0379932314042951,1.09370282058122,-1.43874636541069,-0.120101251135513,-1.01222406645679,-0.0178717986630282,1.23964659528868,-1.86176330212617,1.410712305604,1.00637346374692,0.279345175931004,1.29289048574123,0.496361724448433,-0.781232545367117,0.863095109262008,-0.00447439496568761,1.12446787435219,0.524311662149637,-0.649101182429778,0.348661277701664,0.447657915018016,0.58229497005745,-1.39500146401549,0.129755878337457,-0.628208422491126,-0.649065355507922,-0.246292532759137,1.13829352174622,0.905678092845628,-0.512098201454963,-0.54627814120111,1.09841232364808,-0.672107461702617,-0.076821169798608,-0.733343507750694,-0.718722252926607,0.846590236088105,2.64842644080076,0.0587034625304487,-1.46912831433394,0.997992198002541,-0.757937132149912,0.365369156936584,1.3305546000446,-0.372243167498886,1.46232802103462,0.454201447258403,-0.772652925201924,-0.495995928652291,0.446734094607139
6,1,-0.0173821333513311,0.0720836161151321,-0.865827792944426,0.505152698563372,-0.324358861498889,-0.292171156597077,-0.455188822901826,0.330072305365422,-0.263091501621984,0.354927545772024,0.14626273743737,1.65819117123031,-0.360249913365703,1.21964272838566,-0.687868231176606,-1.55351007863919,0.934389206368287,-0.530368815191047,0.592615992149383,0.333761250865661,0.35187821163406,-0.774114027376528,-0.415840973734606,-0.675093780044458,-2.19463147594715,-0.595864155458839,0.37717090515833,-0.185884479201688,-0.54753191479302,0.818243190259457,-0.374645965175418,1.64602840661047,-0.329502479385732,0.27445910202289,0.453619677899179,-0.645182370379747,-1.14714687405873,-0.973668907045154,1.17760167245093,-0.375696744873543,0.67619324827951,1.30014113947167,-0.935397496016402,1.18803181815147,-0.327330805097482,-0.960199116185013,1.15950394148286,-1.1103422697733,-1.41220840992263,-1.3625178889744,0.542316994487232,-1.1805027460231,0.769664284524057,-0.269562838134748,0.956241415084766,-0.313949012258939,1.32707518025098,1.47450302533856,0.956835734570669,-0.44950317734394,0.343123199317004,0.765368969205924,-1.3563751437391,-0.365276463113717,0.620207553328581,0.685386770083585,0.959965293322958,-0.716692486476725,-1.83447763710916,-0.780106843971618,-0.0294093542162339,-0.238424690498723,-0.162770101586207,0.423581023138705,2.05584123664634,-1.04323608961133,0.409979722010885,0.149398390926921,0.456487692349033,0.0675245733674051,0.212676568713322,0.0339564630494227,1.31608251460245,-0.163873502042505,-1.01117352921699,-0.107843519779871,0.168625152265373,-0.208948876163641,0.844683112378642,0.721840717501773,0.287916620458029,-0.549896520785635,0.0568153924038461,1.98283197463289,-0.868203947081905,0.699357857303496,-0.219517607717657,-1.74042782783482,-0.348888024538664,1.64205003064706
7,1,-0.116650981340778,0.478140658740798,-1.00621605205162,0.409410709739461,-1.41624357903624,0.874069350448796,-0.519910648793111,1.28515954427112,-0.235849323269615,0.493620658607606,1.01252778766905,-0.651944756587015,-0.37552137735684,-0.792880420613992,1.30710224043639,1.14270615617196,0.268878364135199,0.0573617838067479,0.130179319602948,0.824527815123139,-1.83540408382798,-0.081762056252869,0.650618520579861,1.54016764632455,-0.374363558051673,1.24660027356359,-0.953797244232718,-0.357590986930719,-0.187623323750304,0.766125973981316,0.91156013698161,-1.24197773905102,-0.995627744986786,-0.3584397848735,0.80247702129818,-0.972110925538734,-0.327177865094253,-0.900381401571787,-1.1029636812156,-0.662957729421735,0.127108924022025,0.708338118898195,0.411939197642609,0.297551747694844,0.799052507710955,1.78407353457178,0.357049117542426,0.026937794304506,1.00164095250795,-0.32215652291652,0.350281325057905,1.06043514923958,-0.203080754844505,-0.899516923652008,0.238310892642373,-0.463519879096166,-0.106319923836857,-0.0719471456160278,-2.18757055087144,0.880914514237103,0.115967275573302,-0.320639945489356,0.998687000212213,-1.73037536367886,0.00716660761035126,0.30264096330592,0.0427077928915417,1.33109997744481,-0.19453816226418,0.172448804246262,-0.619700096725357,0.603370792106623,-0.312480408494282,0.689352101969816,1.84981163205549,-2.06376480960615,-0.307864146574707,-0.688539948311883,2.56318816659453,0.960666536825085,-0.644005398468881,-0.463308045961948,-1.08288131947711,-0.793736749057536,-0.938586017350832,-0.755385717240579,-0.296138098202302,-0.111382077805839,-0.864561139452825,-1.91591176632223,0.47862667966407,-2.64790316351686,0.0623703866981326,0.729454011583645,-0.372987090914342,0.377571014553457,0.887026166945409,1.14476563276246,0.62440356417421,0.655409758510211
8,1,-0.684067652502703,0.0894802824139923,-1.03272854406577,-1.92988512320433,1.01628517192674,-0.820362152760624,-0.188383968898022,-1.03378311075138,-1.56778198041705,-1.54535671014366,-1.1577880247336,-1.62119678262767,0.688359954969051,-0.0836186342516844,-1.08601534788587,0.325400398207986,-0.640754626705277,-0.971377451642984,-1.07542157790678,-0.194038243287056,-0.68722584188609,0.845455056216485,0.648629688166294,-0.426877814485082,-0.883767667540262,1.73424464813392,0.155828780582918,-1.12941780776952,-1.77582553776104,0.328942514468689,2.01482805172848,-0.424668073803366,1.74061008832467,0.486723509659522,2.4141835122529,-0.751879511718576,-0.983840940968894,0.742661895592088,0.758048402927683,-0.769538779351166,-0.987610609182218,0.533710507916221,-0.871699342899036,1.91588006829644,-0.415699291947202,-0.283332835768066,0.68777333576595,0.162489261978064,0.149334927321647,-1.3966439289356,-0.0340275585204297,-0.524876333302299,1.03063273800579,0.839739516963692,-0.169577330457607,-1.18810629012519,-0.504086900549408,1.22017760319924,-1.23123160768378,0.000751874042269926,-0.825023500826414,0.0942379911484034,-1.08740621859896,-0.119347395447746,1.08485146369223,-0.155216924018907,0.90622012982362,-0.485354756781316,-0.0293506543125081,-0.178899315954389,-1.35698202952244,-0.600865910313384,-1.19736705751454,0.297940394857492,0.588712388742415,-0.818808486133758,-0.60815529590249,-0.838663113402853,-2.01435078275816,0.727111068667094,-0.051977848883923,1.67965360934147,0.319990045202811,0.554612319947498,-0.376236508618332,-0.0177675389610567,0.691882250607127,0.634651161532274,-1.04803791391118,1.25441735890753,-0.221138524535214,-0.0714137335956362,-1.53680813673585,0.531249637270818,0.739734502861588,-0.608150724959764,0.581683892844949,0.551734034604237,-1.24927331186467,-1.05261148713387
9,1,0.343200612844646,0.768645974502588,-0.0120037568205679,0.686567338360238,0.519330179274918,0.854134598827697,0.470834481294299,-0.398431792056115,-0.0416393383606437,-0.059271118667825,0.273536871734523,-0.186259281037486,-0.245299935764361,-0.170631538508612,0.0193983482072556,0.0541713382069737,0.160670087742809,0.644844200077739,-0.116939005533165,0.071944507514677,0.362187309009832,0.479054302677584,0.452194097310529,0.0260223548560306,0.417510954464591,1.3612022751446,1.6536691253176,-1.24862339862203,0.431901143391192,-0.233280200139106,1.0729531646288,0.455940743372258,0.588379880291896,-0.198539318172037,-0.319883596883744,0.721749611814334,-0.452780340447278,-0.261610396786685,0.407420235938589,0.308915322858063,-0.322378993383034,0.969400920594771,-1.07704111372338,1.61038464439729,-0.0269655472726784,0.16270741365081,-0.0628377629751017,0.229951717447966,-0.0719334741261219,-0.897371063453153,-0.156921225804103,0.81838392039953,-0.185719774521381,0.469784906332998,0.310304153748826,-0.32107413394003,1.02519537121845,-0.201138756020193,-0.82711098117904,-0.051006646164452,0.311128685310924,0.665230616476242,-0.0498451606392677,-1.09294244015752,0.701136865762759,-0.323538217589438,0.358038513630411,-0.502636434364866,0.92782686433748,-0.545864445556647,-0.26056285567059,-0.149476357598746,-0.0866904584203248,0.00624720416880348,-0.347481350059536,-0.296896830386329,-0.462681763390654,0.599109537574217,-0.347539900174603,0.317366779328887,0.692839952093899,0.933277359320469,-0.284635823529631,-0.0780861849176586,0.101462460827888,-0.871237028011393,0.0921588854300563,0.387628297378382,-0.133913254080399,0.369069385302621,0.146183720371337,1.22331375280517,-0.0966857598698693,2.05365790841746,1.09353835575418,-1.34299157505386,-0.104811176885266,0.0639804817749421,0.574290054838211,-1.43922568545607
10,1,-1.6492364483127,-1.53829330734417,0.312987109414603,-1.94307201312453,-1.48932157894406,-2.0367853873583,-1.86508878193259,-1.75995905821532,-0.668093761519961,-0.0760252021693613,-0.283793425023656,-0.630810112067709,-0.037597798742788,-0.995682283003193,-1.63119773049015,-0.680505088203697,0.740692786355081,-2.04386472409487,0.372117353980591,-1.89602344791676,-0.540419409141791,-0.295753697926016,-1.4536041005225,-1.87462751736147,-1.27735328723559,-2.22547089609005,-1.14088846025492,0.00504783367977849,-1.58524918622083,-1.0262819957558,0.494317324510803,-1.11934922972822,-1.45406620480487,0.894357281801151,-0.543439351316961,-0.839665408740332,-0.864729843067082,-0.910519047613387,-0.130489361150122,0.811851898869825,0.939555783232202,-0.491820196682147,-2.35063661613762,-1.07874389584109,-0.533725838278516,-0.777273763894582,0.208574245628455,-1.10214533166075,-1.51900678278737,-1.74519840742181,-1.24355998937697,0.270423084017053,0.529637379677036,-0.531936698345936,0.411025722376595,-1.13902983413859,0.401031131333148,0.871934612701819,-1.82954157720063,-0.622098079045355,-0.265158779859211,-0.871869416882359,-1.40024436475409,-0.827059048257838,-1.76737526172881,-1.03028100759421,-0.0498489490499167,-1.49720003953505,-0.68841199189024,-1.24959552016053,-2.22055409855401,-0.477510446938534,-0.792740735744377,0.960778876875242,-0.0376351622130183,0.237716696539826,0.932438510969265,0.0746663085774222,-1.25527446962864,-0.736685994302953,-1.42855683640176,-2.60772539401514,1.2231267782129,-0.219642357299436,-0.755097697480264,-0.0820168627507787,-1.42198190781886,-1.58940267686424,-1.15509299166281,0.268659652311566,-0.710599489095912,-0.0533498053657223,2.02646376909912,-0.26502443476627,-0.493844061091652,-0.90407793234803,-0.11205494051959,-0.165104717922222,-0.228888795289324,-2.33858705971585
