"sim","rep","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99"
1,1,-0.384175786684108,-0.413527169773898,-1.83667486380876,-2.70822173652732,1.4412929580726,0.570027273867263,1.20464135091266,5.6701668202303,-2.18425683987537,4.01906230207307,-0.427842436472949,4.03726454094455,-3.4000406220985,0.654838147546889,-6.0730852670271,0.459361320642545,6.79135204049002,6.11897658183201,-3.23167385143902,-0.719622614828047,5.18027197347609,-5.59967692271417,-6.8994869691286,0.675975616584223,-4.97234978153556,2.10261591281753,0.722486426775877,-0.0685384722887357,0.312786455912786,0.809427623216108,2.36361285213972,3.191449568894,-4.71453409111542,6.14658846761234,-6.43721348227188,7.37798462375215,9.0684110794541,6.17729861563359,-2.98973516515858,7.99306230615114,4.44491628419451,4.76676918156295,-0.198288040840763,-2.36746191211086,-2.15394311459139,1.93520068344239,2.14708065774774,-0.0110137750980528,-6.7584226529838,1.75730097431002,0.512720631825529,-2.18882954176194,0.563973461150156,2.75739516460187,-1.48432136521389,2.93017017975602,-4.55086969461345,0.101662173736244,-0.636168533149033,-2.91695619376653,4.04593561750988,2.98496586714908,-2.34241251164566,-1.80361702079711,-1.11642040615315,2.85408061723708,-3.70629163959082,-0.947540728060793,6.16953851268533,-0.789159753693929,-7.94998700995694,5.23418383618327,5.65183083957537,0.260322751545988,5.67201777064296,-1.22393367144854,4.56597644682402,4.50166671061146,5.251472752119,-1.72117945144659,-0.457383056305083,-0.0968569147953522,6.64056288672199,2.87445362979454,-1.10883424483684,-4.49961768662968,3.14305487253492,-6.0296501319765,7.6953120612823,-1.092069453703,6.66265921136013,-1.12106930627108,-1.8548202506355,1.54131301973314,4.69226051911498,2.9249717583066,-0.871652534873276,-7.75060101017353,-1.63056303334008
10,1,0.0681625209288155,-0.238894630394405,0.447133762014972,2.01837243544245,-0.582900726856882,1.45936061538849,-3.63666541627335,1.18812553381614,1.82299877044412,-0.0432275022541821,0.1438521625879,-2.81324102697538,-2.62630946645749,-0.835106066969173,-0.571306588026922,4.94642443444248,4.21147483913728,2.91039749627038,6.56692389590846,-0.380654731946073,-1.64753471285614,-1.37369921790751,3.39583691253018,-2.65512540892253,-0.985730746158617,-6.42841345689776,-6.81488280841211,-8.37371257842895,-7.64732869632008,2.5779613726195,4.82637369775878,-5.45518218129164,1.99422503461691,3.96801732870092,-4.20331725641831,2.0240071933634,4.13312775715248,1.39042254732337,-6.67074177536292,4.80868589990338,0.417367619401885,-3.74354936726419,1.05007523719605,3.01854547511219,-3.44555433039469,0.757126489452193,-2.21358401163456,-3.47129370731465,0.701979116444731,2.83292777116191,3.58617860331003,-3.777572042638,-3.17996638085064,4.71707774463631,-1.69635312029296,4.79867023523782,-2.6079237490298,-0.0388929940863987,-3.84169661526165,-4.57226119798702,-3.39860352078294,2.65236502650584,-2.72516824113796,-3.87071842212473,-0.439397492967354,-1.10184326685062,1.5169191254339,1.93185390071603,0.792154521547801,-1.64972223295498,3.0124320321466,-0.918434237704956,0.407571794162565,0.853900409051291,-2.37385417791955,-2.07704875783962,2.46050465476644,-0.870352947378008,-2.63441333040204,-0.621289765375564,-1.17007225830316,-4.12548371908748,7.94151130194275,1.59581332364946,-3.41834679950351,0.995683174717837,5.30170120525584,5.05067591932803,3.38937247363695,-10.3181887639233,1.95113719780664,-3.18177217624437,1.1549262193887,-6.485677743874,1.15401189115036,-1.36036385373043,1.63101937754504,-5.06007926304707,-1.3342963616977
100,1,2.45482587723437,3.36281021934812,-1.16112918972582,8.53462565727024,4.94596685353604,0.715245924600776,0.956845234592863,-1.96177977240017,3.89442564204062,1.39455554660526,4.19367822202346,-7.48175513801302,-0.682489968751036,-4.68404803423244,0.00671185937356361,2.96678972817239,-5.80060493617526,-4.94686982513941,1.62574933312786,1.67591764944719,-5.87820246663772,-2.51340899684294,1.63256551480893,3.38626227589838,2.90401733316517,-0.710932690316233,3.76437132531469,-2.44982992253004,-2.25340458507214,-3.08204923747405,-4.74044054259319,-3.19617478427911,1.87192650203751,1.80335699141027,1.29001953090458,7.51886731826447,-6.21601542734322,-8.65887662273014,3.66377979679359,0.711547185473203,3.25082329240101,-0.294318435504447,1.74433992429802,-6.0387765072316,-3.23807573449712,-3.72543682103534,-5.09144840630316,-5.0930627225514,-0.842672704163616,-10.3138024061247,-5.94052358614339,-2.04264462920681,-0.805225750888784,-3.33472404256971,3.57236856449272,1.53527532228665,2.5383764882455,0.280856430048082,7.95345196063685,-1.75653778900827,-3.94193902540694,-4.0007148083793,-0.693059870421228,-5.06193950127182,3.50754294543388,1.08583115137646,2.74456730457449,-0.124028804325467,2.63050708895074,-0.657501463809367,-4.59623068664548,7.33372783121407,6.37963185539172,-4.10343846512605,-2.56782920556188,-3.56497549927328,8.48819404063587,2.66013396032466,3.36907801585262,2.24506571724484,-5.00053526788113,3.96360081534471,2.14634278128873,-1.55644409518777,8.9900394303246,-3.23608614787754,-4.40852565599365,0.447433181883696,-7.13408429475901,-2.78183112959352,6.0348747162248,0.458282454935851,-4.15505200808451,-0.334270777312846,5.54519120784207,6.4124878572371,-2.0265034428391,3.39640367974119,3.88954685485612
1000,1,3.99656753332204,4.30561310648137,-6.42269749442213,-4.63671419291243,1.57652884506567,5.11460941605812,-0.166232893468556,-6.13401546366753,2.1921275998597,-5.6999370009786,0.773687894174529,-2.58524735435812,3.12355858747942,2.81140519261182,2.30249927554991,5.95161118542264,6.83638136416665,1.56433184338632,-5.67143877944707,-0.157998494274348,-8.87058546417306,4.39038191331539,-5.20376215437243,7.2803016561256,-1.78493180867092,4.40632215948567,-1.17451350404045,-0.897678220910256,8.67124193121761,-1.00284719400149,-0.0899023864074489,0.0559661442229094,-3.48018230445295,1.82029645307231,3.65550938535345,6.17632592386336,-5.48112034318195,6.73483975550318,2.21821544191253,-0.978139620368965,-6.37300925654025,9.325232854858,2.35494847806815,5.54665479383223,-2.30160620934111,1.38436558624858,3.79745824632302,-1.36987036635595,-3.09449493800822,0.539629956497116,2.02303523208323,-2.70044959212886,-0.419311005145122,-1.92798569878743,-2.2677614454705,4.5159478505497,3.40193102607661,-3.36255075114099,2.0000307092995,4.51535588475492,-1.92366400731336,-1.29951891921146,-0.401527290713362,-1.19929558865766,1.36576752821227,9.7283751792191,-6.18181172809973,-2.97968562564937,-6.12392674150427,-0.420000927443999,-3.47783376943206,1.99209410242271,-4.49440314091875,2.187338275498,2.51642813657478,4.49444078378443,-11.9626457047315,1.42481113890965,1.30409191026161,-1.97182872591481,8.26566467199181,3.50773451078947,-2.67170406819437,-7.0058358724552,6.31904951306201,6.82934972596153,0.830777374466867,-4.29124506263457,1.62709767002189,-4.38717890870015,-9.11224471906159,-1.70630983653375,-7.29171080058652,-3.14796562166365,-0.174505198459116,-5.20083729713068,1.16904113800621,-7.50578502897616,-4.18739339316992
101,1,0.289094194424396,-1.95699916401485,7.05361822248501,-1.53722302451807,-6.61885219901075,3.94003932728097,6.69577126332565,2.34625064473556,-10.6250985213083,0.971009304932915,-1.6247399307655,-1.63863529402271,0.396416416025656,1.3688253878545,3.62055630783501,-7.8920487912482,0.550566720423007,-1.49429161002654,3.32329673412007,-6.24915257146717,-0.875556759632345,-3.80662382162195,4.35758391571614,-1.50465759991758,-3.65382245908532,2.697166327067,6.15868699065629,0.565927729916939,0.914053066380655,7.07763000572003,5.92364693336646,0.0114452655616613,-1.02713156883252,1.99254135749663,0.316233442564501,-2.71442740694812,2.18177605505915,1.95625291655282,-3.02623897379708,0.0761448408695758,3.03508927499129,-1.67808201892908,-2.4090889895099,-1.00323819727192,5.04459789771168,1.2891132377208,4.04678885630124,6.05578651501559,-0.329095146315402,5.08653801336409,4.07106484730496,2.87516832976047,1.62190551004439,-2.41068183313853,-4.40656571703997,0.755559404172197,-2.75943163718265,-1.52454969536533,-3.59147376109958,-1.59545697775195,2.22821738128369,-4.48009412817688,6.03256982606091,5.49766219356037,1.86039001155039,-1.56889206430035,4.58250103022012,0.521885067886464,-1.14415862124879,-3.57078316185952,5.13787185708729,-4.11331784406289,2.95886324657075,-1.05587743008456,1.12698494703524,1.44295667833036,-4.74411949014988,-2.78734258374057,-2.56562513637586,3.84268662825623,2.53435570979221,-3.16598676912588,-1.91962431511795,-1.51188909238079,-8.42185003434719,2.13323671603845,6.49633085252514,-5.27305699905847,2.44502345765265,5.24727968129549,-3.43119174596685,-0.272080203525251,-2.53156668842544,3.17449260930862,1.21076564700127,-5.32446614669074,3.37430982078863,1.37967789923777,1.87502159700787
102,1,4.09390350744747,-7.05604016241887,5.24944551141517,8.24629990056418,10.3464795164316,1.7595671391368,-1.6977119028604,4.6728314180558,3.18019401473699,3.88405245395542,-0.917025892439829,7.48896377827932,5.66792003402691,-2.46851598912303,2.46221488834661,-0.418293509577161,-0.495452302726849,-9.13329159007489,13.734342303189,-2.34347781168061,-5.7307002788608,-8.58541099156074,3.68053125938235,0.99451452193155,4.16719706316642,-0.935222887076566,6.13595808251156,3.8638319646076,2.03468766195641,2.6230569034976,-2.59463987835701,2.9301761360298,10.0068036486042,4.42247354713144,0.409490551685905,-3.69364409961952,-1.75217071839135,-5.04962480062512,-3.5631749545975,-5.53101126847468,0.364038974007716,1.98274547895488,-0.356202347113017,-4.29112387563264,9.26437315048828,-3.82043687704143,-3.03100106682553,-0.23561741777052,5.57418814388765,4.53823236463101,-6.46711074520856,5.40400952838925,-5.75346076592855,-6.29599056177433,-2.6914642134942,-1.69723859919715,-4.60899419058412,3.0268012241219,7.31555541437203,-7.91014619071456,-5.64023313079579,2.90282313250508,1.47496723232345,1.13863741071101,-4.23952518637594,-9.03592219480365,5.09179804078781,4.78927681076815,-3.30400956026405,5.0329527373504,0.762984991338665,0.084631157400989,-0.307929524840659,-1.71041108722935,-2.12980351652261,6.01309695352594,6.88917585993791,-2.23558814382699,-7.46873979447527,3.61575732653411,0.286260172486074,10.5528252859946,5.86125300580883,-7.42069496750657,5.04795664713688,-12.4671973602448,-3.32076495192585,-7.33792206229786,-1.85344889200169,5.20931539645842,2.71629532641853,-0.027178460240495,0.0772965173029131,3.7614311726199,8.6426871569349,-5.51569500156676,-1.3672693004489,14.25828044745,0.115513452546269
103,1,2.86515179990101,1.63760714926007,-3.409671837714,1.94827449136749,4.29157845834825,-5.33488882562677,-0.340244605185618,-2.86554367458311,-4.08777090739535,3.0328204608298,3.71736264514676,-2.02564009521593,-5.5155527194721,-6.19773577478963,-4.31545507814289,4.40942661558733,1.48273330335077,-0.282179041802717,-2.38777194611638,-5.94645236720869,2.80410988811808,-2.18495801447087,-1.03644773496023,6.98752237194354,6.68654828305897,-1.45281176970145,3.5740860475536,5.66121712442204,6.86113557593677,-7.03818344929452,-5.14941427801532,3.94010835404404,-3.01956131360792,6.56641981299002,3.57079239305897,3.33881029087685,-1.2904299323828,-5.74160780830239,2.20451843056907,-0.536955171043671,7.29879972171764,6.34947065525648,4.29462518946879,-6.03258857464942,-1.16608686803245,-8.38181466241765,-1.96758007630403,7.52033818676642,-7.10579102769237,1.12667524392697,-1.50724044254396,1.50652169611776,4.48806033007902,-5.36004917681763,-1.81080822145556,-3.81413032995623,-4.83386788626021,3.42531641378456,-4.58335392628334,-3.32121635644249,2.59664985602216,1.27123829503933,4.85333189809355,-5.32652627992209,-0.203735432755957,5.28889620669309,-1.45678532482403,7.52986017566659,-8.59192199913497,7.02491001727858,-5.7433855589897,-0.774184736783766,-0.143848577349873,1.09514734977728,-0.681366908748264,-10.7066717715503,5.73464281637198,2.02666428461119,1.41571494477126,-1.1996716064059,-9.25244123518935,0.0381628807973056,0.321296929872975,0.859083943761991,4.73069102684614,-3.87105542284368,-3.1617089337908,-1.54463866086041,1.27009801970354,-5.05474927575672,-0.521649697656385,-2.21836757519853,1.35906861724698,3.61850479608844,0.115307582652779,0.787928181055888,1.19017300121561,-3.77235732500875,-5.60677945123466
104,1,2.60488574817853,-4.00264900688374,9.10934662462173,-1.44429092484032,3.47839573603472,5.40143676918584,-0.333439305513682,8.12073493574829,3.33370080581744,-1.33238852833218,-1.17557082156721,2.62911623132754,4.58867329056764,-0.514455215640931,4.01975024956182,-6.78582902723904,5.97182541639593,-2.71352553310305,7.2456517280388,2.22196458809714,1.2528955320703,3.20284370113164,-8.71522970114374,-6.5320626752251,-2.94873128548069,-1.90148708329256,5.83414195015321,-1.15924995449871,0.851943309675347,0.731387858729146,4.44056477944288,3.28961148814263,1.37162690538294,-3.67634800425338,-4.62785762345542,3.10516085059332,-0.314261520567933,6.30285249195392,7.83608732909142,-2.07831121280975,0.77291720109911,-0.211082003154976,0.826545306215447,-10.019399005792,7.56743644006394,-0.0182763494304705,4.48525836129085,-9.09933347962541,2.25223508741464,1.8991495816834,-4.81052674105703,6.10851375953779,1.66538167577115,7.96915155840587,0.352722212897278,-11.4402247443561,2.75065762734863,3.16682112547812,-0.0811893339208729,-3.3298975301798,-3.60335636618445,5.48112376452905,4.52568455352823,-0.700802900324196,-0.418430039275933,-8.23782159525234,1.98472771522978,-5.12201139730614,0.194588520793289,4.8194189912316,10.756001587819,-2.33946462848587,0.122127668560905,1.17995426920128,1.58100846941138,2.78014271717755,2.59922200550752,-9.33583034572949,-5.90103046212527,-3.99189949249626,4.73237556476934,6.39052744606604,1.22960404325593,-1.65654778080312,-2.72862749947692,-2.80832428864562,2.61941200022627,-6.88376761781142,2.51321769778174,0.863936724702096,3.81493773907205,1.30354123670951,-0.565665823025222,-2.50303364420744,1.30511777125263,-8.81068864644324,-5.0409267410293,8.47409594509077,2.52987865374046
105,1,6.58167189772379,-6.03455264899411,-2.52245647272784,3.01657620427179,8.58727093003871,2.9920089319595,-3.52780716703117,2.04988865655121,3.7079431934763,2.19645557915563,0.145434270151252,3.04469744732676,-0.781966668618301,0.558087785719507,-2.49664406264488,2.19928133856598,13.5186453688427,-0.619584154608121,5.70711369487368,0.785603706593197,-4.96788698627515,2.30283976737755,-6.91238184971376,6.57323370317423,6.46099793080852,-0.589222936855972,-0.653360721138923,0.496525281062326,8.02757281015485,-6.33327266780534,-1.91111372756085,9.87282245999471,-3.90212032001331,0.401981683751196,0.194159128897127,7.6047872286765,-7.79819500690749,12.461443258634,6.56273138458842,-0.16031826377778,-6.19350747699065,5.78489062170097,10.8811213718851,-3.24095786141181,1.85097216229096,-2.91445126024728,4.02910639411631,-2.98024865766466,-2.70110315337997,5.7671610417247,-4.4805896167103,5.39088387031316,-3.52780154441415,7.46224114684206,-1.93279020637764,-9.17024124031106,1.11446578108991,4.90530515547375,1.75185602427191,5.09955190807059,-5.41123819544946,4.77273723057047,8.4570188054409,-0.574300351243839,3.27170154265261,3.50125904472148,-7.99207616287684,-4.52681872791286,-6.73521399022149,8.44574965475665,-3.60144943813623,5.77836229687865,-4.95525742588893,5.81529990418707,10.4169025323657,3.01851099855616,2.05186822439263,-7.59359834438406,-3.45239576451226,-6.38541435223149,2.64508148977494,9.13285674587503,-2.11442335749323,-1.27950206756078,6.50852513857001,-7.8590261133999,0.109836933006567,-10.9846355472648,1.70878922620969,-3.6464268110331,1.22501934641202,0.448471936493033,-3.78652319229054,-5.15723983097873,1.30558277119678,-17.040464451406,-5.25686114902976,-5.44836057903176,-7.99293618175018
106,1,-1.80264391764434,-0.534951894157945,0.66815184467287,6.04087886787132,-0.405443299041627,2.78072642027517,2.80873370381509,1.87912782976753,5.46150631745527,0.780554399839882,-3.58504121673346,-0.967634128406511,-1.19655178002107,-6.41767390146698,-2.46681130286804,-5.2761679750522,-11.057477147857,-3.69989935275291,13.5431706199124,8.22575436874738,-4.08628641730138,-1.76356604470046,4.54926966735711,-1.22476498657426,4.05978851481262,0.469338728318545,-8.63478566493916,-3.94293110274498,-1.78766724563304,4.14802498485594,-8.2845445708863,4.07646327577263,0.163849092591569,7.73026453514974,-0.438877643381932,2.45885264322432,2.66108700481269,-2.36994041500124,-5.67608559915067,1.9601334858542,-2.40699156851368,-6.97443467970222,5.54955958775276,-4.76826705545101,1.05681451433701,-2.68474150582456,-3.50646347919174,-8.96982655712967,0.339322282896398,-1.21876662162507,-8.04307357989624,-6.38249947989837,-5.84687215167674,-0.494504905231896,2.5573994519368,-2.26950487114225,-4.44571489764825,3.17071838510817,1.36880696786434,0.0759235325388348,3.66581990960313,2.24792101764276,4.58881108214497,-2.41634716349106,-1.67971552519074,-5.10903625001887,0.552923066391541,7.0070638298894,4.24715340850292,-6.23932709784964,4.6993263294544,2.09602998542811,3.98729981157348,-8.18818752122365,2.21952556867892,4.70423414971619,12.2937409157634,-4.5267429261613,0.116867400507801,-0.345813859738439,-3.26395288203537,-4.54395534348495,6.37432067036997,4.08558215462697,2.06032422780701,-3.96728768036434,3.89194194992533,3.66686749104078,-3.88339533140765,-3.60599992909464,5.73665706841568,-0.0801487960038438,1.93740331257419,-3.08565136468481,5.58399409793062,4.43932869467035,-4.58848576329331,1.46783423195537,3.78962940403654
