"sim","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
1,-0.580953452115681,-0.128241739676295,-0.149322684828098,-0.78717884596038,0.729363478155838,-1.0940622907518,-1.18766958960442,-0.709437979945151,0.525095694800798,0.180196581205585
2,-1.26540509098284,0.65671471840594,-0.306699823733248,-0.63601254459829,1.4029672932525,0.663004257640908,-0.498823389670062,0.387191100708298,-1.09306709680723,0.416118461443793
3,1.12999852005239,0.578967439601259,1.63976957291322,-1.32338888294992,0.574756012596818,-0.00564862368909707,0.482443347123646,0.191956516323021,-0.130718899495778,0.803929716498205
4,0.160010490054189,-0.207187118846644,0.62284451132116,-0.0302110419402561,0.0580297089082682,0.100897901178371,-1.01897277611523,0.260818569271016,0.0737307134175505,0.737135039644657
5,-1.27427108594714,-0.393243107812022,0.234163932031045,0.581007745555237,-0.578456907632257,-1.15447024002913,-0.102863368645308,0.546079135653802,0.201187972280856,-0.306342642326605
6,-0.729106448337754,0.781474037860072,-1.0941820872973,1.93447669347461,-0.418738665784691,-1.02659621469662,-0.77027932868873,0.143456060205756,0.940929178801829,-0.20102138328732
7,1.12074027578641,0.744671716292167,1.54010626604479,0.329424591029782,-0.314248596149969,1.25018927641506,0.0681028277334111,0.886918292166522,-1.01171507114507,0.211051538348376
8,-1.71822162077703,1.07336741320382,-1.03446102373171,-0.956605446986738,1.60383665919464,0.784964717257681,1.47049935249448,1.84707133416339,-0.463363122757643,-1.7801642145202
9,0.539892634448526,-0.0436474170630926,0.0947396354704539,0.888943394112892,-0.232050683189396,-1.26749964019711,0.822367956260708,-0.459631146573746,0.0187587321795136,-0.176171886048948
10,-1.24502969975461,0.184124166474014,0.287763607470771,-0.176382920238068,1.17832501664819,0.721937089492095,-0.39447159029914,-0.961634047249558,-1.41813827517327,-1.06685790840237
11,-0.675656362874009,0.152653366021132,0.551699298040628,-0.280396819273271,0.0639210988958349,0.187896348636093,0.258537752499078,-0.0251561411730985,-0.0355929645324708,0.379972716084009
12,1.36825795331915,0.622129781554906,0.700172058525414,2.07370607778981,-0.199419292867834,0.271890302450765,0.290992057566724,0.106381021225961,-0.812030843175209,-1.1001425109518
13,0.0107334977333002,-1.04660300174258,1.21817553511995,0.671448874254972,-0.267638684852376,-0.199040725791488,0.323216252922933,0.26794931490637,0.383225313205184,0.953446983271162
14,-0.104106876229786,0.701642669422886,-0.928630301016572,-0.503650919676686,-0.455072893819803,1.07414777916654,-0.235084947133979,1.34074159578981,0.965013292170519,0.120527247902529
15,-2.02241019920977,-1.75632762871921,-1.05415146272998,0.635302842769266,-0.872252617333977,0.718921394578281,0.0339180118298871,-0.35524240470627,0.26422429347028,0.207328799750357
16,-0.288265216153632,-0.299585705845039,1.36606307494436,0.236359604911181,0.0925892443216707,-0.332393907731826,-0.368237684917362,-1.75380983499967,-0.751809004031058,1.82367254459196
17,0.573421896496636,0.0869826384187582,0.695334998228613,0.522851657880293,0.361290004826785,-1.04744781408248,-1.55839017071876,1.06782444027045,1.86920950247343,-0.0549496325516584
18,1.44706953563051,0.772511364587072,0.351375348880107,-2.95757879051445,-0.0699494595935641,-0.640906436783633,0.62222492394308,-0.449426489991957,1.44426362652449,-1.09245277136991
19,-0.648064565466085,1.7997952428118,-0.351894671973467,0.136513450741169,1.65197072153464,-1.33046671108896,-1.64431897151738,0.832305393450922,1.57685668073954,-0.343178035104128
20,1.40776142689757,-1.48416148758172,0.51366646481077,0.132586940110512,-0.71335652712051,0.24574986142174,0.422704650845031,0.00655850305004901,1.83215482260841,0.0561430541059999
21,0.16172593872876,2.02162856413567,1.2511801676006,-1.47140153189543,0.397169924367886,-0.140658228759476,0.0270258144969356,1.74982307534136,1.84054017642246,0.130164634312393
22,-0.399370495718047,-0.0687749472710312,-0.656211757084709,-0.0349391528989327,1.68927695944487,0.35827678602271,-0.215344535937467,-1.52811898244533,1.09132918588271,0.720982753780074
23,0.711575054221008,-1.65844619451969,-0.327744743910112,-1.4905332009112,1.30231335146268,-0.578251056189635,-0.539907273414385,-1.16636600492986,-1.16637818700628,1.3061663843542
24,0.937236101191811,0.262891293933393,0.49130757383163,-0.30608987624951,-0.706364946715551,-0.156808281679466,1.22917481720158,0.0514350626458536,0.762733942211819,-0.649711246683729
25,1.01583101531501,-0.608193830143473,-0.982522320621393,0.403563660459863,-0.543086578453249,0.548053616211163,0.975632562820592,0.328455666954746,0.0404064272156619,-0.387085031686928
26,-1.03394258437737,-0.315878648489593,-2.62612877549097,-1.25713954783141,-1.46564884672076,-1.57014626971992,0.579342146514405,0.00183123199673199,1.93440810067929,0.409046577054568
27,1.21931372034184,0.275374898216393,-0.850121217160232,0.104362263748643,-0.815786915756547,0.743562365135907,0.116214498256825,-0.0226605250289157,-0.465871049520336,1.2098736264531
28,-0.184102573379338,-0.00834121755849195,-0.93366126646721,0.530634319556662,0.0817000292537785,0.45490366270739,1.20216582234334,0.414970670718106,-0.406303723409582,-0.525946504295401
29,1.44760675968988,1.96811049604437,-0.381550173157349,0.0252895911208881,2.42453689861061,0.867163804464404,0.489191978062691,1.33510697254399,0.321229479575867,0.0999703926075769
30,0.167296878237445,-0.0255938037974465,-0.320192923993249,-0.0835028170357923,1.17139557928746,-0.00226985235519306,-0.535035466619136,0.760869146479327,1.80604359857357,0.388982422799865
31,0.571034868580749,1.11898728353818,1.29240143268206,0.613205635685419,0.402028459629924,0.486813651012939,0.40828752325808,-1.60630527353827,-0.632464959618361,-0.482467633645278
32,1.02278131197916,0.41499922943173,-0.416401135886323,1.23557114129874,-0.807137456106487,-0.402698175975012,-0.139110087996814,-0.504234922093758,0.641280025065461,0.5618417394111
33,-1.06785608159772,1.59682809934037,-0.450701777666414,-0.562254133731115,1.10929648597965,-0.264558780896288,-2.07518155148387,-0.124115846703028,-1.34404569192857,-0.770734438645674
34,-0.84444486025215,1.95405338498686,-0.222605556800341,0.627014221323673,2.16603841433213,-0.74716702514171,0.452325825191978,0.00513384818314506,0.413998953863366,0.486046875692702
35,-0.761535158380718,-0.508021239523454,0.87793584179434,0.538644584763323,-0.929534512520108,0.117020402667249,0.70002261097137,-0.133903328586248,1.21970933610952,-0.239898302080446
36,0.00612235310839669,-0.653193177416067,-1.01711082951492,1.49202443193415,1.4475350158178,0.613528258794914,0.747843901093649,0.372097646313368,-0.450051427687075,1.27959171619223
37,-0.210201667116986,-0.455760234287687,-1.30830343442056,0.787981164686315,-1.9239698403734,1.33341783447766,1.30649912195198,1.57762251472474,-1.55837111815944,-0.567818408155741
38,1.22556503764907,1.02980775595669,1.82513952649914,0.0538876982169727,-1.11517347743428,1.13126885514443,-1.46487608530954,-0.636397361225014,-0.337076565988465,2.03857005233352
39,-0.215413305650647,0.268843575312404,-0.0320429604927232,0.0144014439504532,1.07894119892096,0.0189992964782563,-0.5834117651908,-2.08238340025307,0.365121793219373,0.810394811387357
40,0.266367261448153,0.8208536513427,-0.241463352778286,-0.219909325631523,-0.0476879884498651,0.50834068230546,0.990004870979768,-0.999441446533001,-0.672052134200155,-0.930305448592321
