"sim","rep","cbac_1","cbac_2","cbac_3","cbac_4","cbac_5","cbac_6","cbac_7","cbac_8","cbac_9","cbac_10","cbac_11","cbac_12","cbac_13","cbac_14","cbac_15","cbac_16","cbac_17","cbac_18","cbac_19","cbac_20","cbac_21","cbac_22","cbac_23","cbac_24","cbac_25","cbac_26","cbac_27","cbac_28","cbac_29","cbac_30","cbac_31","cbac_32","cbac_33","cbac_34","cbac_35","cbac_36","cbac_37","cbac_38","cbac_39","cbac_40","cbac_41","cbac_42","cbac_43","cbac_44","cbac_45","cbac_46","cbac_47","cbac_48","cbac_49","cbac_50","cbac_51","cbac_52","cbac_53","cbac_54","cbac_55","cbac_56","cbac_57","cbac_58","cbac_59","cbac_60","cbac_61","cbac_62","cbac_63","cbac_64","cbac_65","cbac_66","cbac_67","cbac_68","cbac_69","cbac_70","cbac_71","cbac_72","cbac_73","cbac_74","cbac_75","cbac_76","cbac_77","cbac_78","cbac_79","cbac_80","cbac_81","cbac_82","cbac_83","cbac_84","cbac_85","cbac_86","cbac_87","cbac_88","cbac_89","cbac_90","cbac_91","cbac_92","cbac_93","cbac_94","cbac_95","cbac_96","cbac_97","cbac_98","cbac_99","cbac_100"
1,1,-5.29400534073499,3.66196327799252,-0.820833087402169,-3.56809045575656,-4.377954452996,4.04030583360623,1.37711021888667,1.43890200791707,-3.57816502109148,3.77522043793927,-1.68617757233974,-1.15998549129345,1.0973321204754,-1.25374544889151,-5.43662882536716,-6.21459767855973,-5.78684501074969,2.04062182239945,2.18780845791796,-1.64118832536125,-1.2039458393155,6.16617822769115,-1.24529572096045,-1.82447313070302,-0.155211700141241,-2.60968004817626,0.816205779984511,-5.56271131780489,3.12257593056108,0.026491856655543,-3.03014433151809,-0.171117968871538,-3.83705623746576,0.57702716140631,3.8592064321102,-3.57827344661537,7.75056791074625,6.01839714529705,1.72304683767426,0.808274959040236,4.39100586140362,1.05574698624587,-4.69447653032067,2.68869679444713,6.84649685079603,2.93313431680472,2.83610812194155,3.05269400138002,3.38782019149978,-3.6196366927158,-0.347241212164265,2.85882822917165,5.14908352744154,1.17947915525523,-5.85607952866195,-3.30544052136094,-2.52960398876535,-3.43214003871383,-1.65467759699287,0.520830371939217,2.29682053603789,1.85816197066789,3.59853984294857,-6.04832156483162,4.30299244186296,-1.33206826843081,-1.08511957485523,-2.6873657909084,2.63576830413002,4.50353908390636,-0.891352484678977,1.12123065327542,-5.08456561789685,-2.14728005541389,-2.89385789323975,4.75471601537568,-0.679803868059107,0.829513568137408,2.98874969870074,-5.91762543002813,1.66635647460076,3.39724405071208,-0.420956473237876,-3.5557432954156,-1.44326820417524,-4.75897861477372,1.78590147346424,3.34552501596688,-4.47473574062557,3.44914999554141,1.74778120837251,-0.125113980879771,-1.16142707288796,8.22360357284796,0.327096629000616,-3.09559073407784,0.28605592911409,-1.83520102229778,-4.60444281333688,3.21233377057138
10,1,1.98555806964656,3.12545806311764,-2.91823377977462,1.28073202453387,5.60714561183804,6.47942753681549,3.10793858004551,3.93581091465028,0.096330756732474,1.04565562149079,-6.55488422025575,-1.24562381143641,6.88454506855354,-6.32202284716491,6.92875460223067,4.36181725861036,-2.59762077862058,-2.57733824041509,-3.14508092650345,13.0885137452321,2.85160384717238,-5.27753298034394,-0.529072186692712,-3.8945074562007,-2.14806053397433,-1.31976404325653,-2.44209283501831,-0.524380957434442,3.08609665575852,-2.69142122749894,4.82553572646718,1.05454660074177,-0.382296584656864,-3.41664296339189,-1.68741760079211,1.94090529122035,-1.4333180766539,-4.04526154590753,-3.89759533713966,-8.9442334633405,-0.0393829609875418,5.03286571439095,-0.932657583498846,5.05298220644003,5.19619560742384,-5.55241944520762,0.362751571865445,0.639353332522509,-0.451212285285003,-2.34518602548159,-0.953235725128545,-4.16579013266518,10.0854302865572,-3.12852890115116,-4.34165806909653,4.88995878554206,0.161592981391777,14.9614078957333,0.053586521093985,-5.77159106485257,-0.455426229566699,-0.260760036986728,-1.77754678494513,-1.81411074905802,2.35520554792629,1.28747739084538,1.09221168682526,9.11672071648375,4.40852612316759,1.3414150883262,-2.11545060674342,-0.941412932450364,-2.3903082849093,-4.79410358479987,1.16284607079403,-6.44302025897106,0.666684172050012,2.16644686662494,0.0915437243697248,6.80790071363731,-10.7866213809711,8.50219272796983,4.76481500623397,-5.1784681849262,-6.02924081502159,-2.33574330235351,-0.450194758340359,-0.626515644759611,-0.925822140037129,-2.85806094489513,0.545529330386511,-1.88623987685662,-4.22765466772174,1.73986230422175,-0.260644905559785,-1.68442585875733,-0.991676663928272,-5.02998842411745,0.346169904868759,-4.57854662604611
100,1,6.41537481832987,-3.5020329920331,-0.186238295628522,7.80040068422081,-2.02866609894089,-0.849472684472817,-4.85487484979414,2.14061886646057,-7.33001941327943,8.64656641608984,-2.4910292396242,5.94591404909807,1.73079031537823,5.02053524036461,-0.14531677456643,-6.99998164205124,2.87058906901289,3.43063841578115,5.34116670865175,-0.0753043671691245,-2.30538919620884,4.63677785423541,-4.89621368515546,1.79812674877605,5.85657834655812,1.6254096586407,2.59606427602396,-8.61041261624367,-0.784472806652497,-0.0220280494615643,-13.1661232019655,-1.47335294717298,-3.65792360151223,0.834050734791779,7.03163977038975,-0.792061745724848,-1.23250936888229,-1.50894869997,-3.58074009404467,-2.73746444404439,-2.01185924322498,0.328357492665413,-0.951609450754008,1.08792112374152,-7.7309465512996,0.85734987217503,-0.876403750707583,1.33082534967983,-0.184655720710881,-3.09051857880954,5.95040655840664,1.70026214435297,3.1408266270714,6.21559102575921,-1.17339133996239,-0.615503522811517,-4.55107919844236,-3.08660517469273,0.0896392642636954,-2.97375888705475,-1.70608430672551,-1.71778705302977,3.11032533515151,0.0266539851010297,1.07986833524269,3.64174419972825,-1.16208180804665,-1.40805141001741,-1.31744411633071,-5.87890830588176,-3.05943077688311,3.68757258677908,3.51801139006229,-2.40046706564761,8.38702610563673,1.09180062852695,3.17244848350468,-6.40995786852332,-4.97566410614903,-6.58811008972878,10.4604419898552,6.40836944300868,-0.364625891560861,-0.56244692442908,-2.62749591573603,6.82107549625477,8.75287747807958,-7.51127377470415,-3.38886324869715,1.45111455257243,-5.37540063565929,1.66310174417484,-6.44423186416968,-2.94103424409499,4.92167498234704,-4.30577299586357,6.16613262959826,1.22006543549822,-1.39733190383535,2.01664630674159
1000,1,-0.12170709246872,-0.810176673418399,5.26537809939909,-3.49291997703798,2.68087729671279,-12.2375476411622,-9.76782347768191,-4.0184173728061,8.22885670554389,-2.31146658593404,1.35277679982678,1.47058803232493,-1.15018004077933,-3.20522256156271,-1.87152652005149,1.18840479946347,-0.800045065465218,-7.4540587395624,2.03019370578314,-2.92481958802481,-7.72725992268292,0.920437484906049,2.9081944016969,3.97064383943705,-0.697592130097732,3.05829924120544,5.28958499031339,2.58351662657717,2.67206282771899,-1.565624880646,-3.15169889134044,5.39315779365363,0.533970969630914,-6.52950237762434,2.77951030567351,-3.96973262353191,3.92564399767063,0.953175204442868,4.84793895982632,-0.727213283168426,-1.0492234563928,4.51418961259578,-0.538890520519791,1.67216525580499,1.82484233794123,6.45673042233054,6.0713544915437,-1.34297415142473,-2.92195483760282,-3.00045918959938,4.41605440063747,7.61406719016846,-4.13178910355259,-0.379033201153684,3.20277562263542,-0.652692937419957,6.20787406640929,-4.80632967769977,3.3673727134057,1.89125394503353,1.89211393032368,-6.16580093884356,-7.49268022407459,-3.99101433714357,-1.4451349062876,-8.91809549728006,-7.45244313055677,4.12561386544187,-1.18622044111691,2.64276717105171,-0.258127932924312,-4.67714391399771,10.3571985396308,-0.56433135113495,-7.22906437573896,7.96664305439974,2.40211679871717,-4.37169588830761,0.705275424504194,-4.54052812548896,7.82945131728248,-4.58060133599884,-4.39714891230672,2.81300464547142,-3.47089473768595,3.70265699327152,6.77805401742292,2.80773776263612,1.17785843707991,-2.33756787355305,6.22949298304295,1.53526235901996,-3.04274331896436,-3.47345810895422,-2.66814626966608,2.65904266234903,4.67878151982951,2.78578306934734,2.17736459828786,-8.93738714898585
101,1,1.82051523273005,0.197170125059433,2.79642395047244,-0.689183256934358,2.17682562858734,-0.185257201615681,9.58985038245447,4.24070319148233,-2.67032318736411,0.054014289792125,-0.764882578018348,-2.63050964064971,-6.89931126884914,4.62704619630637,-7.86734035936268,7.12300124421752,3.40415687212504,3.74179493943587,-4.6868567542197,6.74189668426864,2.50269375810981,-0.509095433070133,6.41289056704443,-0.702529505452175,-3.98143685500536,-0.545347878631393,4.5749661834609,8.93328334902598,-1.30042911500415,-4.61527325606898,5.03375730403361,0.720541830040608,-0.188521705119134,-1.34468198395681,1.81450035980478,-0.122344077770549,1.26293372525538,-2.14267393161014,-2.43646298125423,-4.90806519320641,-1.94854419733868,0.525754009616026,-2.70582996480472,-8.39666345715936,2.1989665944641,-2.79131914169402,5.30566362938019,1.37517585614382,-5.28065675134184,-4.11056725696478,7.78145053049414,-7.76735357157231,7.26007222634594,1.88084533844727,5.25036573656416,-7.74778497541628,-1.31077539237068,5.78037667209517,0.0194391533067826,3.55225514663856,4.53302581561628,3.32826404339749,-2.30229696602993,-2.54346350774614,-6.70482209962122,-1.22821652272656,4.4748370780716,-3.12962517449328,0.674321573667873,4.26316550565787,-0.0250290803870179,4.70858260142325,0.092007846639385,8.60261907401019,-2.89794706487927,-4.11738453767698,-4.87151595373556,-6.19687553213896,-2.97390320146225,13.8187847632898,-8.17373467267468,1.7712355955699,1.9054482076521,-0.882196652652132,2.53456822673239,-6.25127776320462,1.64344098252281,-4.9796993226318,3.12555799729109,-1.35724523650306,1.08213786261157,-5.06268920655759,-1.45650726673089,-0.293135081790771,6.7275295688832,-3.97569487347231,-14.1576225463818,1.69733280921028,-3.76189680074928,-5.08939032337813
102,1,0.188698977860987,-3.12975607622286,-1.15714944343716,5.09522235465445,2.49813804127212,5.60437020385388,-2.03897843015618,-1.6207384779758,-3.41018657772996,2.75431864349945,0.108737657243516,5.5591719143123,0.0337131827675865,-0.264123891288444,3.40715013768076,-5.10180107656461,-7.45691244491954,0.915448077716869,3.39930417788628,-4.51115570641144,-0.442819812256603,3.091878267894,-6.92709991358352,-5.72981044808745,-4.51628802253496,8.45201799248221,-0.587654067756384,-2.47557279743052,-0.298098319997344,0.198454243078285,-8.45323391069884,-7.38257564002243,2.1858291335319,8.32175678106331,-4.83162502906224,6.5168626065642,0.660896466581411,-2.8810562361206,7.97662811460202,-3.17211998462025,-0.0662669772658582,5.13657225558905,5.06017000067698,1.10269415737087,-0.527110223726979,0.473708552062234,-2.80340691965238,3.8439845815027,5.46554676993026,-2.01958960406077,-4.6661654019429,1.62342595800546,-4.63465461622054,10.2675582954969,-2.60889725024889,5.47734594096426,-4.19870966901248,-2.15011003929858,-1.42397914015568,-3.30928139217306,-3.09253294338946,-5.17339884460371,5.81283301584071,11.5425815205546,1.39813830750188,3.38660382936186,0.884458942202739,-1.21462733406536,1.34619089217352,-5.2138265464707,3.28582475010319,6.81351082466079,-0.486990659723954,-3.54256951465642,6.17183232888556,-3.90005949093603,6.32900900833415,-3.9371326666802,0.319192125232991,-11.4239635065429,-0.27042578348469,2.72364964889409,3.19436145214064,3.06073147684627,2.62232045313181,0.32785284550439,-6.92182904466365,1.61059763210458,2.0453680525411,-4.79718996811252,-7.12538066990186,0.492785173324728,2.64366741968944,-5.33975237927245,4.67372144065487,-2.531992794627,1.10861535339703,-3.98160781338716,-4.49701264749197,1.03377016942002
103,1,-1.8145539506708,-1.5668547309354,7.18623894607171,2.77474416496677,10.3230535380144,0.504728366287939,0.438086094401131,3.41669299995094,-2.11726982928467,2.75863401492338,1.29601118405398,-1.34553176485741,0.0315773687782066,3.24478586269921,3.66708948947757,-1.85100135514367,0.316118056646058,1.86954795830598,1.076292251445,2.97887762629893,-5.33591386824408,1.40739728450571,0.526777255542939,3.59083777577194,-2.28586343915678,-0.176452477411974,0.84582699020924,-4.71401691118671,3.63456782348339,-3.25453677438349,-3.47201266235826,-4.01730167348426,4.40142423199389,-1.86291624321563,-1.60423869972606,-4.34877483000774,-10.3128241511334,-3.68384667452339,-2.03345695232203,-3.22023806904652,-1.08063405899859,-2.6388417966574,-0.552319597149483,1.72641377118452,-3.93678642208728,-3.39915715926233,-1.29012533133337,2.4879684088156,-0.576118628971161,0.346588072779168,3.51069538220913,-2.88654322282648,1.25087856196008,0.284576074044784,9.30619282151389,3.99222987873098,-2.71133491781853,2.25274700950966,3.73298371340096,-3.09268546764531,0.761511096216214,5.23566711120404,-5.2175209696746,3.01657049692539,-4.1807731336139,-6.24114579070879,2.44212291010478,-3.92516089814078,-0.176810963215148,-3.61908402795263,-1.69341718582294,3.49369932047171,7.34347699854623,-0.879395057234364,-0.269831560337934,4.36603940944061,-2.62006390006018,-4.88671683263622,-2.38230732904828,-2.94062781465435,7.7796638829362,1.74663244507349,-3.58602343444288,3.91058797873847,1.67885634683084,4.77215050222532,-0.946541649758519,-1.51094317288232,2.92318724290277,-0.604521785184959,-4.00202669371327,-2.11723607225368,-1.970890767322,0.303319703549796,4.00093794771312,-3.13910817953219,-2.13279571740072,-1.12530664383319,5.52311976576674,-3.12772489735675
104,1,0.38428922464955,-7.31903993516108,-6.27853588520704,3.3264242839408,-6.301479554426,1.3843362377965,-7.58050860974262,1.8397267730686,5.31503104012025,6.17242843340635,0.949995351186436,-0.408831499835825,7.37438194939523,-1.2742076452384,6.09649541680417,-3.86480527599123,-4.87496397430879,5.24217585720854,-2.71521564365179,-6.88071286252705,-3.41379835686835,1.97320021447197,-5.64719702940762,2.71584785101962,1.92448216364651,0.883876438349056,-3.1743892531516,-3.29818803675941,-0.60564607462214,-3.22087581023309,1.5574356441577,1.01255390193621,2.57528351345739,6.07376823314263,-4.05991155117776,8.66977728260986,0.0089314396939848,0.145573530439648,3.79249953672908,3.88109166205358,4.19190605418736,0.283759943935971,-8.6910334140011,-5.57968760117416,-4.19771673286183,2.56013235173677,-0.882958870543675,3.40178988797545,8.14738964084295,0.463147249512087,-4.48217241153373,0.557233332990648,-0.145736287140581,-1.12981706614509,-4.50608539459946,-0.408860848955705,-4.44972804471165,-13.3606733801465,-3.17988838579074,5.69503714139294,-2.89933112306146,3.92006642183711,4.76104764338901,4.94861866257753,2.30139987923712,3.8121954293007,4.41429563623018,0.694287500399449,-6.73140226889661,-5.48085519637578,1.28945286103095,-4.31068693628062,-5.42795898696486,0.569086187098547,2.91948651951333,5.09808851142766,6.90573287897992,5.53630468095885,6.112597466547,-9.44830319909804,5.28155467696951,6.72319439455896,-3.60137231937786,-1.61036863136124,-0.488883117079183,1.26220262646455,1.13058846373603,2.09971273116671,-5.89140095298652,2.7358525892145,-4.53386887754658,2.43968244776391,1.33405251409092,3.69590114373894,-4.87040229967995,-5.97764872158912,2.4124968139151,-1.43230445841386,0.145818344008513,3.49373391861286
105,1,3.74651495949605,3.12674362804819,2.60132527997274,0.053401887660133,0.666071398431237,-2.89223402655627,-9.60670488027949,-0.970481516795001,6.03009611328587,-2.70600091116992,-0.938183500111222,-0.976678921555969,0.697480484243597,-3.80101108071889,0.633291293188291,5.65776790746857,-7.48100598589617,2.61544717196517,-0.988035610518553,-8.7980138304344,-5.94193620582168,2.36709400729799,-6.1801556041753,0.296516030158122,-4.90757082051466,3.67143315972651,-1.35519916471764,-0.0685296360533822,0.544081589912823,0.702007604735259,0.0698208018369222,-2.38606222332442,3.44986251950527,-0.847232357420678,-3.5050701185291,5.29320110028782,1.7086387582708,-3.03006505831732,8.49439437304773,-1.66167463293003,4.63005745287897,3.00893000527231,-3.02389402025155,-4.15466317185125,4.26078002032749,5.92544279889601,-3.17808426476382,1.82918597778996,6.81221521942346,-2.53761997801515,-6.95964084833158,6.13661364768963,1.50173450630996,-5.08020160993631,2.33108079687444,3.33961197894105,-2.98280132475607,-2.46828111415639,0.20978815806272,1.71479500013919,0.433947273638278,-0.769964043656682,-1.1575509313422,6.34182273363951,7.52601520250553,-6.11590770169111,-6.49712537365056,7.90215459972296,-0.391530576408964,4.17710968094704,4.94063700837963,-2.76170415363412,2.8514409834362,-5.01674071789001,-10.7523648453046,2.50072412631917,4.13397473005985,1.09232140809342,2.86572149074266,-5.84814129156527,3.54025988432524,1.24369117199715,-3.59088291137815,-0.792060192830988,2.33609696697351,-3.17262981775412,-2.30067934840933,6.63869521917341,0.94501909981129,1.46908369323638,-1.02396731365038,0.431516693430973,2.1797681945499,-5.31957818830275,-0.936418881655669,3.67401082067019,2.53099535158673,1.13572092555418,-0.126042979264085,-9.01583120364617
106,1,-6.75844406327354,-3.07417414421686,2.79767812041652,0.504344640029679,14.778917634813,3.98386971166258,2.40745919840275,1.27061073348226,-3.91836430225838,2.22049952358592,-2.68382989579973,3.4810258367672,1.05195723840305,-2.87756495488947,6.22235223509984,-0.347666053414134,-2.73761721016705,-6.85297216946601,1.64395457149666,0.792850562405091,1.27841818429713,2.69039841942809,-1.61319758630408,6.60563775739764,-3.46590479496463,5.92260483234845,4.35919487462774,-3.46023134318752,3.24309542406307,3.74516133333489,0.780760680280638,-6.25599008992103,-4.11696927708921,-8.01418119586478,5.15156759987518,-4.27054604834154,-0.00979718924682338,-6.41032654001798,-0.788787051682629,-9.01028778303715,0.541263912797916,1.82518538010932,3.73982481565002,8.24162464520175,9.19216858175237,-6.79795080495099,1.95375198673463,-4.03225951653577,4.17609809324409,-4.61294292984702,9.37252667621566,7.45095282278849,4.83568216443629,-2.10918426363225,-9.18492042772398,6.03038025238844,-4.86027394620455,7.74873910477243,-2.5400227003592,0.295523423991021,-2.76457034778453,-6.02408643820448,-3.96658265122246,-1.73934877932205,3.78955118963333,-5.52539762905595,3.42778785422096,7.12283107805564,12.9395346737035,3.32208918450247,-5.35665700882867,-0.346723284344286,15.2004337975851,-7.25622943497229,-5.36864503025467,5.13405925136738,2.65556234343872,-3.74203327200245,4.99593047761229,-9.20420214483304,5.4998316343239,-10.1119268039892,-7.30204091556574,-1.58368224836327,-6.49198091006847,-1.82808008819142,-0.5746150062886,1.78765821834176,6.9073579020571,-4.16470334383492,1.39071470078054,1.2971604611577,-6.77287116430342,-6.67344211278974,3.75512585921252,4.30849240566659,-2.42487773574071,-1.75646572974124,-0.33236360826271,-11.7542700335987
