"sim","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
1,0.00812305522510017,-0.195695572750723,-0.267121570110001,1.33874079164792,0.373947991097028,-1.05978852531408,-0.421488031342215,-1.95459441757661,0.140932131678762,-0.372395461909288
2,-1.54533182959322,0.513192388867284,-0.285901523808025,1.49524373063888,-1.24755356198194,0.735073857030106,1.1763066508386,1.45607944273911,-0.341531587871017,0.5732751677352
3,1.06640344043298,0.319618966968082,-0.243579397678373,-0.534640761381103,0.0760119139574399,0.904487521689236,-0.139918425473542,-0.00978987922068227,0.774717223216139,2.24586079877109
4,-0.923785831593799,-1.54197943579392,0.859401001278907,0.552572273516176,-0.711064725224176,-1.06193585696459,-0.236827517459018,0.889835059916742,0.633750315526354,0.718247975762437
5,0.715649666558136,-1.80272704759622,-0.37460296641024,-0.917039639488874,-0.000992998650530648,-2.04191873738234,-0.458870120223613,0.851241026269808,-0.111261548159542,-0.813586792100207
6,-1.03875877667485,-0.528142913333802,-0.0405599756106645,-0.126026895637682,1.62621586974202,0.663521243274463,2.07501759788652,0.196108309106159,-0.214347281793563,-0.379515398473527
7,-1.40772812380663,-1.98477752936251,-0.579757561430058,1.272199956203,-0.461831040815336,-0.137222140503461,-1.83146596187751,-0.517649993784367,-0.0541094863655804,0.681162998800173
8,-1.13522011786283,1.73441778309757,-0.388674160101502,-0.36736648744304,-0.837656425292851,0.573324239101284,0.990380275238081,0.660040318891225,0.163001673882595,-0.341066742289585
9,0.678297303879373,0.627434764649029,-1.06356290775088,0.848790776172031,-0.379247801760054,0.559113181344965,-1.10541048330953,-0.575565079923545,-0.363799457204688,-1.18919914085372
10,0.181338392234052,0.748485244760233,0.952295906161252,0.882720390049469,-1.76923088637834,1.50335659631668,0.627504978092711,0.748400559869261,-0.382018276779815,-1.37220334395981
11,0.930143883466209,0.4802878182236,0.00149265627875459,-0.381873018406661,0.0193552738472669,-0.83012781356828,-0.594661784984166,-0.397440439799639,-0.118897692157337,-2.25264843748447
12,1.95295372914834,0.735402835258694,0.743091348686583,0.593631632003073,0.421538708740785,-0.00415054564435653,0.914865671520933,-0.194119408367997,0.306762320899464,0.183425166919344
13,1.04432131838355,1.43828357682631,2.39046638242902,0.897283443016616,-0.0889927700575778,-1.77744668756131,-0.65541077613097,-0.455285651911822,-0.0144346163241824,-0.682877937452743
14,-2.1431783306093,0.147192329813241,-0.241053684863288,-1.06225880920056,0.41290322257585,-0.407871451411405,-0.00426396665172204,-0.611261334761817,0.99666077451334,-0.342678627301721
15,0.462234793648172,0.634271735506649,-0.972374825319238,0.98063601690315,0.340291010126884,-0.172593815725403,0.0686099682559342,-1.8133242654299,-0.708787034231852,-1.70833304265666
16,-1.69966478908378,2.33623544066044,-0.408582200831918,0.856764759418247,1.25822165803738,-0.879768288925037,1.29974963801229,-1.28302783872164,0.195838050840366,-0.735901686412073
17,0.980046660535031,-1.95620270847574,0.661189039911703,0.580706142053267,0.639292902022095,-0.0733278460166026,-0.290568543874286,-1.04714897007519,-0.390995044911299,0.959567553941728
18,-3.31272600281932,1.7529785617386,2.88568873484736,0.713937156815081,-0.227986780368366,-0.272751853277837,-0.230187211098517,-1.58479276689635,-1.79601097756573,-2.1282354866541
19,-1.29116021681388,0.367639663326333,1.0301775624472,0.0927770256786019,0.254810284118979,-0.988114363863474,-1.96794142012276,0.367979435118406,1.7147874190089,0.793086008777664
20,-1.05430124815692,-0.445149864730017,-0.0611729388418291,0.128182778497707,-1.40670162569067,1.1778950857203,2.00981872496336,0.353412170643159,-0.853025818412853,0.483162473297775
21,-0.169259051927538,-0.862679639917949,1.37690621993866,0.936965559912684,-0.919502146178927,-0.91857216121691,0.892006599458594,-0.342715337217879,-0.49506481897113,0.201634624669399
22,0.179873377994068,0.879635924482799,0.443861024152346,1.55998469022691,0.551970145120303,-1.82361003426095,1.00716404545947,0.525968087692779,2.24001403015586,-1.64691865597696
23,-0.680320083085906,-0.092369814746207,-0.165319907883776,0.645825479087196,-1.25835184483441,-0.452346275390704,0.145848015977986,-0.107314050698074,-0.65388688208988,1.07814867780592
24,-0.897546888751217,-1.08779765951786,0.435465220170491,0.984278068232035,-0.443444407145031,1.2182965094024,-0.196842435698003,1.23886814863683,-0.222321391918838,-0.224846625243509
25,-1.62483923958623,-0.183826278356536,-0.343148505059657,0.319421327539696,2.45232555622605,0.226126569010182,0.0111891484930556,0.103024009986663,-0.465493386410216,1.36169519461858
26,0.155032836450892,0.387288687399199,-0.49033387635426,0.614635227236052,0.259873998988985,-0.132937906896935,-0.607512473165389,-0.618837552359516,0.126800833759565,0.605644960487186
27,0.160173816144126,-0.587996193798683,-1.19904290975223,-1.08436399578855,-0.142196946335912,0.766867286964517,-1.14309712000345,-1.734716308941,-0.312578394189505,-0.15051186925372
28,0.983057563504101,-0.936285046541567,1.86802633210223,-0.152946843809495,-0.435115379350134,-0.0876316060588816,-0.405923338846386,-1.75167767664132,-0.879906744751311,2.05919115605696
29,-0.588245841722666,-1.31082213915178,-1.05474178205919,2.97582973342256,-0.352060668585167,-0.432148808949943,-0.116112450702131,-0.14052731278218,1.42685512735472,-0.5438840891598
30,-0.326381370440523,-1.05254319355185,1.3474831380755,-1.27704681827812,-0.307725847892924,-0.151455214025372,-0.742945658564286,-0.646122567746796,-0.668480410891484,0.157220586505061
31,1.56999902163172,0.0665362413238998,0.0842816245108709,1.54455844093519,-2.11599483256381,0.988748675841677,1.08641387456523,-1.03033029242373,-0.816864195958221,1.46351697491955
32,-0.659044684816563,2.1652112274738,-0.850752425135833,1.49336843283859,-1.43344095786196,0.624030169068803,0.635509299165582,-1.24795789099119,-1.39031634208768,0.779184496143638
33,-0.540947980996515,0.0796936384329947,0.551317277577527,1.44431156062654,-1.77415057465797,0.0428920051511293,-1.01418838981412,1.98594990296556,-1.884744564724,0.183570400208754
34,0.708042144051421,-2.38285129329739,1.09754614601214,0.312048411716358,1.75415854450075,-1.67809862338172,-0.334895575428751,0.232626332568207,1.87087012019681,-0.0249620270183374
